identifier.ppn	type	date.issued	title	part	title.alternative	identifier.isbn	relation.issn	relation.journalzdbid	relation.serieszdbid	contributor.author	contributor.editor	contributor.other	identifier	identifier.pi	rights.license	publisher	language.iso	subject.jel	description.version	relation.ispartofseries	relation.seriesppn	relation.ispartofjournal	relation.journalppn	relation.ispartofbook	relation.bookppn	econstor.citation.volume	econstor.citation.issue	econstor.citation.articlenumber	econstor.citation.startpage	econstor.citation.endpage	url	collection_handle	identifier.packageid	filepath	description.abstract	subject.ddc	subject.keyword
1794551573	m	2021	"Becoming a platform in Europe : on the governance of the collaborative economy"			9781680838411					"Teli, Maurizio|Bassetti, Chiara"			20.500.12854/78064	https://creativecommons.org/licenses/by-nc/4.0/	"Hanover, United States : now Publishers"	eng			"Nowopen in technology"											https://directory.doabooks.org/handle/20.500.12854/78064|https://library.oapen.org/bitstream/handle/20.500.12657/52608/9781680838411.pdf	11159/17			"Emerging out of the collaborative work conducted within the Working Group “Mechanisms to activate and support the collaborative economy” of the COST Action “From Sharing to Caring: Examining Socio-Technical Aspects of the Collaborative Economy”, the book questions the varied set of organizational forms collected under the label of “collaborative” or “sharing” economy - ranging from grassroots peer-to-peer solidarity initiatives to corporate owned platforms - from the perspective of what is known as the European social values: respect for human dignity and human rights (including those of minorities), freedom, democracy, equality, and the rule of law. Therefore, the edited collection focuses on the governance of such economic activities, and how they organize labour, cooperation and social life. From individual motivations to participating, to platform use by local groups, until platform design in its political as well as technological dimensions, the book provides a comparative overview and critical discussion on the processes, narratives and organizational models at play in the collaborative economy. On such a basis, the volume offers tools, suggestions and visions for the future that may inform the designing of policies, technologies, and business models in Europe"		
1778426743	m	2021	"Transnational solidarity in times of crises : citizen organisations and collective learning in Europe"			9783030496593					"Lahusen, Christian|Zschache, Ulrike|Kousis, Maria"			20.500.12854/25894	https://creativecommons.org/licenses/by/4.0/	"Cham, Switzerland : Palgrave Macmillan"	eng			"Palgrave studies in European political sociology"											https://directory.doabooks.org/handle/20.500.12854/25894|https://library.oapen.org/bitstream/handle/20.500.12657/42919/2021_Book_TransnationalSolidarityInTimes.pdf	11159/17			"This open access collection is devoted to an in-depth, qualitative analysis of practices of cross-national solidarity in response to the current political and social crises, from citizens’ initiatives to networks of cooperation among civil society actors. The book analyses existing informal groups at the grassroots, furthering transnational solidarity in three thematic areas: disability, unemployment and immigration. Contributions assess how civic groups respond to the various crises affecting Europe, especially the economic and refugee crises, presenting new findings from a systematic comparative study conducted in eight European countries (Denmark, France, Germany, Greece, Italy, Poland, Switzerland, and the UK). The research will be of interest to scholars, students, journalists, policy-makers and activists interested in civil society, social movements, charitable actions, altruism and solidarity, as well as European studies and the socio-economic challenges of current European crises"		
1778426735	m	2021	"Produktivitätsmanagement 4.0 : praxiserprobte Vorgehensweisen zur Nutzung der Digitalisierung in der Industrie"			9783662615843					"Jeske, Tim|Lennings, Frank"			20.500.12854/26250	http://creativecommons.org/licenses/by/4.0/deed.de	"Berlin, Germany : Springer Vieweg"	ger			ifaa-Edition											https://directory.doabooks.org/handle/20.500.12854/26250|https://library.oapen.org/bitstream/handle/20.500.12657/43301/2021_Book_Produktivit%C3%A4tsmanagement40.pdf?sequence=1	11159/17			"In diesem Open-Access-Buch sind aktuelle Praxisbeispiele und Handlungsempfehlungen zur Gestaltung von Arbeit und Produktivität in der digitalisierten Welt beschrieben. Die Beispiele wurden von Unternehmen und wissenschaftlichen Instituten in mehreren Forschungsprojekten entwickelt und in der Praxis erprobt. Jedes Praxisbeispiel umfasst konkrete Bedarfe und Ziele, ein schrittweises Vorgehen, die Auswirkungen auf die Arbeitsgestaltung und die Produktivität sowie die zu beachtenden Erfolgsfaktoren. So sind aktuelle Gestaltungslösungen für Unternehmen beschrieben, die die Potenziale der Digitalisierung für die Arbeitswelt und das Produktivitätsmanagement praxisnah aufzeigen."		
1778426131	m	2021	"Projekt- und Teamarbeit in der digitalisierten Arbeitswelt : Herausforderungen, Strategien und Empfehlungen"			9783662622315					"Mütze-Niewöhner, Susanne|Hacker, Winfried|Hardwig, Thomas|Kauffeld, Simone|Latniak, Erich|Nicklich, Manuel|Pietrzyk, Ulrike"			20.500.12854/33180	http://creativecommons.org/licenses/by/4.0/deed.de	"Berlin, Germany : Springer Vieweg"	ger														https://directory.doabooks.org/handle/20.500.12854/33180|https://library.oapen.org/bitstream/handle/20.500.12657/46104/2021_Book_Projekt-UndTeamarbeitInDerDigi.pdf	11159/17			"Ein interdisziplinäres Open-Access-Buch für Wissenschaft und Praxis. Projekt- und Teamarbeit besitzen als Formen der Arbeitsorganisation eine hohe praktische Relevanz, die mit den Möglichkeiten der Digitalisierung und Vernetzung noch zunimmt. Der Fokus der öffentlichen Debatte um die Digitalisierung der Arbeit liegt auf technologischen und datentechnischen Innovationen. Dieses Sammelwerk ergänzt die Diskussion, indem es sowohl die Potenziale kooperativer Arbeitsformen für die Bewältigung aktueller Herausforderungen als auch die Auswirkungen digitaler Transformationsprozesse auf die Projekt- und Teamarbeit beleuchtet. Es diskutiert notwendige soziale Innovationen und liefert wichtige Impulse für die Humanisierung von Arbeit. Die Beiträge behandeln insgesamt ein breites Spektrum aktueller Fragen rund um die Gestaltung und Führung von digital unterstützter Arbeit in agilen, virtuellen oder hybriden Teams und Projekten. Jeder Beitrag schließt mit konkreten Empfehlungen für die Praxis."		
177842600X	m	2021	"Towards a comparative analysis of social inequalities between Europe and Latin America"			9783030484422					"López Roldán, Pedro|Fachelli, Sandra"			20.500.12854/33886	https://creativecommons.org/licenses/by/4.0/	"Cham, Switzerland : Springer Nature"	eng														https://directory.doabooks.org/handle/20.500.12854/33886|https://library.oapen.org/bitstream/handle/20.500.12657/43275/2021_Book_TowardsAComparativeAnalysisOfS.pdf	11159/17			"This open access volume identifies the common and specific aspects of social mechanisms that generate inequalities, through comparative analyses of different dimensions in which inequalities are expressed. It includes studies on social inequalities in 5 European and 5 Latin American countries, along 11 thematic axes: inequalities in the labour market and labour trajectories; asymmetries in the relationship between training and employment; inequalities in work and family life; educational inequalities; geographical and social inequalities: ethnicity and language; social inequalities, migration and space; uncertainty, strategies, resources and capabilities; inequality of opportunity: intergenerational social mobility; social policies; gender inequalities; and research methodology. This volume is the result of a large collaborative project on social inequality funded by the European Commission: the International Network for Comparative Analysis of Social Inequalities. Taking into account diverse perspectives and approximations, the collaborators have created a general analytical framework as a model of analysis of social inequalities. The various contributions in this volume help readers gain a global outlook and help reflect on social inequalities in a comparative perspective. This volume addresses social science graduate and postgraduate students, researchers, social policy makers, as well as a broader academic audience interested in social inequality."		
1778425836	m	2021	"When can oil economies be deemed sustainable?"			9789811557286					"Luciani, Giacomo|Moerenhout, Tom"			20.500.12854/35101	https://creativecommons.org/licenses/by-nc-nd/4.0/	"Singapore : Palgrave Macmillan"	eng			"The political economy of the Middle East"											https://directory.doabooks.org/handle/20.500.12854/35101|https://library.oapen.org/bitstream/handle/20.500.12657/42572/2021_Book_WhenCanOilEconomiesBeDeemedSus.pdf	11159/17			"This open access book questions the stereotype depicting all Gulf (GCC) economies as not sustainable, and starts a critical discussion of what these economies and polities should do to guarantee themselves a relatively stable future. Volatile international oil markets and the acceleration of the energy transition has challenged the notion that oil revenues are sufficient to sustain oil economies in the near to medium term. But what is the meaning of economic sustainability? The book discusses the multiple dimensions of the concept: economic diversification, continuing value of resources, taxation and fiscal development, labor market sustainability, sustainable income distribution, environmental sustainability, political order (democracy or authoritarianism) and sustainability, regional integration. The overarching message in this book is that we should move on from the simplistic branding of the Gulf economies as unsustainable and tackle the details of which adaptations they might need to undertake"		
177842581X	cp	2021	"The economics of Big Science : essays by leading scientists and policymakers"			9783030523916					"Beck, Hans Peter|Charitos, Panagiotis"	"Heuer, Rolf-Dieter"		20.500.12854/34719		"Cham, Switzerland : Springer Nature"	eng			"Science policy reports"											https://directory.doabooks.org/handle/20.500.12854/34719|https://library.oapen.org/bitstream/handle/20.500.12657/42933/2021_Book_TheEconomicsOfBigScience.pdf	11159/17			"The essays in this open access volume identify the key ingredients for success in capitalizing on public investments in scientific projects and the development of large-scale research infrastructures. Investment in science – whether in education and training or through public funding for developing new research tools and technologies – is a crucial priority. Authors from big research laboratories/organizations, funding agencies and academia discuss how investing in science can produce societal benefits as well as identifying future challenges for scientists and policy makers. The volume cites different ways to assess the socio-economic impact of Research Infrastructures and their role as hubs of global collaboration, creativity and innovation. It highlights the different benefits stemming from fundamental research at the local, national and global level, while also inviting us to rethink the notion of “benefit” in the 21st century. Public investment is required to maintain the pace of technological and scientific advancements over the next decades. Far from advocating a radical transformation and massive expansion in funding, the authors suggest ways for maintaining a strong foundation of science and research to ensure that we continue to benefit from the outputs. The volume draws inspiration from the first “Economics of Big Science” workshop, held in Brussels in 2019 with the aim of creating a new space for dialogue and interaction between representatives of Big Science organizations, policy makers and academia. It aspires to provide useful reading for policy makers, scientists and students of science, who are increasingly called upon to explain the value of fundamental research and adopt the language and logic of economics when engaging in policy discussions."		
1778425712	cp	2021	"Words, objects and events in economics : the making of economic theory"			9783030526733					"Rona, Peter|Zsolnai, László|Wincewicz-Price, Agnieszka"			20.500.12854/35664	https://creativecommons.org/licenses/by/4.0/	"Cham, Switzerland : Springer Nature"	eng			"Virtues and economics"											https://directory.doabooks.org/handle/20.500.12854/35664|https://library.oapen.org/bitstream/handle/20.500.12657/41745/2021_Book_WordsObjectsAndEventsInEconomi.pdf	11159/17			"This open access book examines from a variety of perspectives the disappearance of moral content and ethical judgment from the models employed in the formulation of modern economic theory, and some of the papers contain important proposals about how moral judgment could be reintroduced in economic theory. The chapters collected in this volume result from the favorable reception of the first volume of the Virtues in Economics series and represent further contributions to the themes set out in that volume: (i) examining the philosophical and methodological fallacies of this turn in modern economic theory that the removal of the moral motivation of economic agents from modern economic theory has entailed; and (ii) proposing a return descriptive economics as the means with which the moral content of economic life could be restored in economic theory. This book is of interest to researchers and students of the methodology of economics, ethics, philosophers concerned with agency and economists who build economic models that rest in the intention of the agent."		
177842550X	m	2021	"Global history with Chinese characteristics : autocratic states along the Silk Road in the decline of the Spanish and Qing empires 1680-1796"			9789811578656				"Pérez-García, Manuel"				20.500.12854/28066	https://creativecommons.org/licenses/by/4.0/	"Singapore : Palgrave Macmillan"	eng			"Palgrave studies in comparative global history"											https://directory.doabooks.org/handle/20.500.12854/28066|https://library.oapen.org/bitstream/handle/20.500.12657/42918/2021_Book_GlobalHistoryWithChineseCharac.pdf	11159/17			"This open access book considers a pivotal era in Chinese history from a global perspective. This book’s insight into Chinese and international history offers timely and challenging perspectives on initiatives like “Chinese characteristics”, “The New Silk Road” and “One Belt, One Road” in broad historical context. Global History with Chinese Characteristics analyses the feeble state capacity of Qing China questioning the so-called “High Qing” (shèng qīng 盛清) era’s economic prosperity as the political system was set into a “power paradox” or “supremacy dilemma”. This is a new thesis introduced by the author demonstrating that interventionist states entail weak governance. Macao and Marseille as a new case study aims to compare Mediterranean and South China markets to provide new insights into both modern eras’ rising trade networks, non-official institutions and interventionist impulses of autocratic states such as China’s Qing and Spain’s Bourbon empires."		
1778425003	m	2021	"The innovation revolution in agriculture : a roadmap to value creation"			9783030509910					"Campos, Hugo"			20.500.12854/31282	https://creativecommons.org/licenses/by/4.0/	"Cham, Switzerland : Springer Nature"	eng														https://directory.doabooks.org/handle/20.500.12854/31282|https://library.oapen.org/bitstream/handle/20.500.12657/42578/2021_Book_TheInnovationRevolutionInAgric.pdf	11159/17			"This open access book is an important reframing of the role of innovation in agriculture. Dr. Campos and his distinguished coauthors address the need for agriculture to feed a growing global population with a reduced environmental footprint while adapting to and mitigating the effects of changing climate. The authors expand the customary discussion of innovation in terms of supply driven R&D to focus on the returns to investors and most importantly, the value to end-users. This is brought to life by exploring effective business models and many cases from agricultural systems across the globe. The focus on converting the results of innovation in R&D into adoption by farmers and other end-users is its greatest contribution. Many lessons from the book can be applied to private and public sectors across an array of agricultural systems. This book will be of enormous value to agri-business professionals, NGO leaders, agricultural and development researchers and those funding innovation and agriculture across the private and public sectors. Tony Cavalieri, Senior Program Officer, Bill & Melinda Gates Foundation Hugo Campos, Ph.D., MBA, has 20+ years of international corporate and development experience. His distinguished coauthors represent a rich collection of successful innovation practice in industry, consultancy, international development and academy, in both developed and developing countries.”"		
1778424910	m	2021	"Agiles Lernen im Unternehmen"			9783662620137					"Longmuß, Jörg|Korge, Gabriele|Bauer, Agnes|Höhne, Benjamin P."			20.500.12854/37538	http://creativecommons.org/licenses/by-sa/4.0/deed.de	"Berlin, Germany : Springer Vieweg"	ger														https://directory.doabooks.org/handle/20.500.12854/37538|https://library.oapen.org/bitstream/handle/20.500.12657/41714/2021_Book_AgilesLernenImUnternehmen.pdf	11159/17			"Dieses Open Access-Buch zeigt, dass Kompetenzentwicklung im Unternehmen so flexibel und innovativ sein kann, wie es die Arbeit oft schon ist. Der Ansatz „Agiles Lernen im Unternehmen“ wendet agile Methoden auf die betriebliche Weiterbildung an. Beschäftigte entwickeln neue Kompetenzen direkt im Arbeitsumfeld, die Herangehensweise ist dynamisch und kann im Verlauf des Lernens sich wandelnden Anforderungen und Rahmenbedingungen angepasst werden. Fachliche und methodische Begleiter unterstützen das Lernen und richten es am Bedarf des Unternehmens aus. Das Buch stellt Agiles Lernen im Unternehmen umfassend dar: Der erste Teil beschreibt den Hintergrund und das Vorgehen im Einzelnen. Im zweiten Teil werden sieben ausgewählte agile Lernprojekte aus sehr unterschiedlichen Unternehmen vorgestellt. Der dritte Teil behandelt übergreifende Themen zu Gestaltung, Organisation und Perspektive des agilen Lernens. Es lädt dazu ein, den Ansatz selbst auszuprobieren."		
1778424465	m	2021	"Next generation supply chains : a roadmap for research and innovation"			9783030635053					"Fornasiero, Rosanna|Sardesai, Saskia|Barros, Ana Cristina|Matopoulos, Aristides"			20.500.12854/38692	https://creativecommons.org/licenses/by/4.0/	"Cham, Switzerland : Springer Nature"	eng			"Lecture notes in management and industrial engineering"											https://directory.doabooks.org/handle/20.500.12854/38692|https://library.oapen.org/bitstream/handle/20.500.12657/46112/2021_Book_NextGenerationSupplyChains.pdf	11159/17			"This open access book explores supply chains strategies to help companies face challenges such as societal emergency, digitalization, climate changes and scarcity of resources. The book identifies industrial scenarios for the next decade based on the analysis of trends at social, economic, environmental technological and political level, and examines how they may impact on supply chain processes and how to design next generation supply chains to answer these challenges. By mapping enabling technologies for supply chain innovation, the book proposes a roadmap for the full implementation of the supply chain strategies based on the integration of production and logistics processes. Case studies from process industry, discrete manufacturing, distribution and logistics, as well as ICT providers are provided, and policy recommendations are put forward to support companies in this transformative process."		
1778421334	m	2021	"The future of Africa : challenges and opportunities"			9783030465902				"Cilliers, Jakkie"				20.500.12854/67957	https://creativecommons.org/licenses/by/4.0/	"Cham, Switzerland : Palgrave Macmillan"	eng														https://directory.doabooks.org/handle/20.500.12854/67957|https://library.oapen.org/bitstream/handle/20.500.12657/48231/9783030465902.pdf	11159/17			"This open access textbook offers a critical introduction to human and economic development prospects in Africa revolving around three questions: where is Africa today, what explains the current state, and, given historical trends and what we know about the world, where do we think the continent will be in 2040? And, a final question: what can we do to create a better tomorrow? It models ambitious progress in health, demographics, agriculture, education, industrialization, technological leapfrogging, increased trade, greater stability, better governance and external support. The book reviews the future of work/jobs, poverty and the impact of climate change. A combined Closing the Gap scenario presents a forecast of what could be possible by 2040. Each chapter suggests which policies might accelerate prospects for each sector. Written in an accessible style, and supported by a range of pedagogical features, this textbook introduces undergraduate and graduate students to the contemporary human and economic development prospects in Africa."		
1778420923	m	2021	"Migration to and from welfare states : lived experiences of the welfare-migration nexus in a globalised world"			9783030676155					"Ryndyk, Oleksandr|Suter, Brigitte|Odden, Gunhild"			20.500.12854/67937	https://creativecommons.org/licenses/by/4.0/	"Cham, Switzerland : Springer Nature"	eng			"IMISCOE research series"											https://directory.doabooks.org/handle/20.500.12854/67937|https://library.oapen.org/bitstream/handle/20.500.12657/48235/9783030676155.pdf	11159/17			"This open access book explores the role of family, public, market and third sector welfare provision for individual and households’ decisions regarding geographical mobility. It challenges the state-centred approach in research on welfare and migration by emphasising migrants’ own reflections and experiences. It asks whether and in which ways different welfare concerns are part of migrants’ decisions regarding (or aspirations for) mobility. Employing a transnational and a translocal perspective, the book addresses different forms of geographical mobility, such as immigration, emigration, and re-migration, circular and return migration. By bringing in empirical findings from across a variety of Western and non-Western contexts, the book challenges the Eurocentric focus in current debates and contributes to a more nuanced and more integrated global account of the welfare-migration nexus."		
1778418880	m	2021	"Taxation, international cooperation and the 2030 Sustainable Development Agenda"			9783030648572					"Mosquera Valderrama, Irma Johanna|Lesage, Dries|Lips, Wouter"			20.500.12854/67924		"Cham, Switzerland : Springer Nature"	eng			"United Nations university series on regionalism"											https://directory.doabooks.org/handle/20.500.12854/67924|https://library.oapen.org/bitstream/handle/20.500.12657/48224/9783030648572.pdf	11159/17			"This open access volume addresses the link between international taxation, the 2030 Sustainable Development Agenda and the medium-term revenue strategy concept. It also analyses how countries and governments can reinforce this link in current and future initiatives in international taxation, including the base erosion profit shifting project initiated by the Organization for Economic Co-operation and Development with the political mandate of the G20. It discusses the 2030 Sustainable Development Agenda that are relevant for taxation and assesses the current work done by international organizations, regional tax organizations and countries to achieve these Sustainable Development Goals. The contributions to this volume provide an interdisciplinary mix of expertise in tax law, international political economy, global governance and international relations. Through these different perspectives, this volume provides an elaborate reference and evaluation framework for multilateral cooperation on tax and development to strengthen the revenue system of developed and developing countries. This topical volume is of interest to students and researchers of the social sciences, law and economics, as well as policy makers working on taxation"		
1778417256	m	2021	"Inequality in the developing world"								"Gradín, Carlos|Leibbrandt, Murray V.|Tarp, Finn"			20.500.12854/68222	https://creativecommons.org/licenses/by-nc-sa/3.0/igo/	"Oxford, United Kingdom : Oxford University Press"	eng			"UNU-WIDER studies in development economics"											https://directory.doabooks.org/handle/20.500.12854/68222|https://library.oapen.org/bitstream/handle/20.500.12657/48448/9780198863960.pdf	11159/17			"Inequality has emerged as a key development challenge. It holds implications for economic growth and redistribution and translates into power asymmetries that can endanger human rights, create conflict, and embed social exclusion and chronic poverty. For these reasons, it underpins intense public and academic debates and has become a dominant policy concern within many countries and in all multilateral agencies. It is at the core of the seventeen goals of the UN 2030 Agenda for Sustainable Development. This book contributes to this important discussion by presenting assessments of the measurement and analysis of global inequality by leading inequality scholars, aligning these to comprehensive reviews of inequality trends in five of the world’s largest developing countries - Brazil, China, India, Mexico, and South Africa. Each is a persistently high or newly high inequality context and, with the changing global inequality situation as context, country chapters investigate the main factors shaping their different inequality dynamics. Particular attention is on how broader societal inequalities arising outside of the labour market have intersected with the rapidly changing labour market milieus of the last few decades. Collectively these chapters provide a nuanced discussion of key distributive phenomena like the high concentration of income among the most affluent people, gender inequalities, and social mobility. Substantive tax and social benefit policies that each country implemented to mitigate these inequality dynamics are assessed in detail. The book takes lessons from these contexts back into the global analysis of inequality and social mobility and the policies needed to address inequality."		
1778413463	m	2021	"Market engineering : insights from two decades of research on markets and information"			9783030666613					"Gimpel, Henner|Krämer, Jan|Neumann, Dirk|Pfeiffer, Jella|Seifert, Stefan|Teubner, Timm|Veit, Daniel J.|Weidlich, Anke"	"Weinhardt, Christof"		20.500.12854/69769	https://creativecommons.org/licenses/by/4.0/	"Cham, Switzerland : Springer Nature"	eng														https://directory.doabooks.org/handle/20.500.12854/69769|https://library.oapen.org/bitstream/handle/20.500.12657/48685/9783030666613.pdf	11159/17			"This open access book provides a broad range of insights on market engineering and information management. It covers topics like auctions, stock markets, electricity markets, the sharing economy, information and emotions in markets, smart decision-making in cities and other systems, and methodological approaches to conceptual modeling and taxonomy development. Overall, this book is a source of inspiration for everybody working on the vision of advancing the science of engineering markets and managing information for contributing to a bright, sustainable, digital world. Markets are powerful and extremely efficient mechanisms for coordinating individuals’ and organizations’ behavior in a complex, networked economy. Thus, designing, monitoring, and regulating markets is an essential task of today’s society. This task does not only derive from a purely economic point of view. Leveraging market forces can also help to tackle pressing social and environmental challenges. Moreover, markets process, generate, and reveal information. This information is a production factor and a valuable economic asset. In an increasingly digital world, it is more essential than ever to understand the life cycle of information from its creation and distribution to its use. Both markets and the flow of information should not arbitrarily emerge and develop based on individual, profit-driven actors. Instead, they should be engineered to serve best the whole society’s goals. This motivation drives the research fields of market engineering and information management. With this book, the editors and authors honor Professor Dr. Christof Weinhardt for his enormous and ongoing contribution to market engineering and information management research and practice. It was presented to him on the occasion of his sixtieth birthday in April 2021. Thank you very much, Christof, for so many years of cooperation, support, inspiration, and friendship."		
1778413455	m	2021	"Migrants, refugees and asylum seekers' integration in European labour markets : a comparative approach on legal barriers and enablers"			9783030672843					"Federico, Veronica|Baglioni, Simone"			20.500.12854/69733	https://creativecommons.org/licenses/by/4.0/	"Cham, Switzerland : Springer Nature"	eng			"IMISCOE research series"											https://directory.doabooks.org/handle/20.500.12854/69733|https://library.oapen.org/bitstream/handle/20.500.12657/48699/9783030672843.pdf	11159/17			"This open access book discusses how, and to what extent, the legal and institutional regimes and the socio-cultural environments of a range of European countries (the Czech Republic, Denmark, Finland, Greece, Italy, Switzerland and the UK), in the framework of EU laws and policies, have a beneficial or negative impact on the effective capacity of these countries to integrate migrants, refugees and asylum seekers into their labour markets. The analysis builds on the understanding of socio-cultural, institutional and legal factors as “barriers” or “enablers”; elements that may facilitate or obstruct the integration processes. The book examines the two dimensions of integration being access to the labour market (which, translated into a rights language means the right to work) with its corollaries (recognition of qualifications, vocational training, etc.), and non-discriminatory working conditions (which, translated into a rights language means right to both formal and substantial equality) and its corollaries of benefits and duties deriving from joining the labour market. It thereby offers a novel approach to labour market integration and migration/asylum issues given its focus on legal aspects, which includes most recent policy changes and legal decisions (including litigation cases). The robust, evidence-based and comparative research illustrated in the book provides academics and students, but also practitioners and policy makers, with up to date knowledge that will likely impact positively on policy changes needed to better address integration conundrums."		
177841222X	m	2021	"Data Science for economics and finance : methodologies and applications"			9783030668914					"Consoli, Sergio|Reforgiato Recupero, Diego|Saisana, Michaela"			20.500.12854/70804	https://creativecommons.org/licenses/by/4.0/	"Cham, Switzerland : Springer Nature"	eng														https://directory.doabooks.org/handle/20.500.12854/70804|https://library.oapen.org/bitstream/handle/20.500.12657/49505/9783030668914.pdf	11159/17			"This open access book covers the use of data science, including advanced machine learning, big data analytics, Semantic Web technologies, natural language processing, social media analysis, time series analysis, among others, for applications in economics and finance. In addition, it shows some successful applications of advanced data science solutions used to extract new knowledge from data in order to improve economic forecasting models. The book starts with an introduction on the use of data science technologies in economics and finance and is followed by thirteen chapters showing success stories of the application of specific data science methodologies, touching on particular topics related to novel big data sources and technologies for economic analysis (e.g. social media and news); big data models leveraging on supervised/unsupervised (deep) machine learning; natural language processing to build economic and financial indicators; and forecasting and nowcasting of economic variables through time series analysis. This book is relevant to all stakeholders involved in digital and data-intensive research in economics and finance, helping them to understand the main opportunities and challenges, become familiar with the latest methodological findings, and learn how to use and evaluate the performances of novel tools and frameworks. It primarily targets data scientists and business analysts exploiting data science technologies, and it will also be a useful resource to research students in disciplines and courses related to these topics. Overall, readers will learn modern and effective data science solutions to create tangible innovations for economic and financial applications."		
1778411967	m	2021	"""Wir machen Stoff"" : die Gewerkschaft Textil-Bekleidung 1949-1998"			9783839457689				"Donath, Peter|Szegfü, Annette"				20.500.12854/70886	https://creativecommons.org/licenses/by/4.0/deed.de	"Bielefeld : transcript Verlag"	ger			Histoire											https://directory.doabooks.org/handle/20.500.12854/70886|https://library.oapen.org/bitstream/handle/20.500.12657/49654/9783839457689.pdf	11159/17			"Die Textil- und Bekleidungsindustrie war nach Kriegsende die größte Konsumgüterbranche und die erste Industrie, die ihre Produktion in Länder mit niedrigen Lohn- und Sozialstandards verlagerte. Trotz dieser Herausforderungen organisierte die Gewerkschaft Textil-Bekleidung über 49 Jahre hinweg erfolgreich ihre mehrheitlich weiblichen Beschäftigten. Peter Donath und Annette Szegfü dokumentieren erstmals, wie es der Gewerkschaft unter schwierigen wirtschaftlichen Bedingungen gelang, Tarifverträge mit eigenen Akzenten durchzusetzen und gleichzeitig zur anerkannten Sprecherin ›ihrer‹ Branchen zu werden."		
1778411649	m	2021	"The elements of Big Data Value : foundations of the research and innovation ecosystem"			9783030681760					"Curry, Edward|Metzger, Andreas|Zillner, Sonja|Pazzaglia, Jean-Christophe|García Robles, Ana"			20.500.12854/71319	https://creativecommons.org/licenses/by/4.0/	"Cham, Switzerland : Springer Nature"	eng														https://directory.doabooks.org/handle/20.500.12854/71319|https://library.oapen.org/bitstream/handle/20.500.12657/50023/978-3-030-68176-0.pdf	11159/17			"This open access book presents the foundations of the Big Data research and innovation ecosystem and the associated enablers that facilitate delivering value from data for business and society. It provides insights into the key elements for research and innovation, technical architectures, business models, skills, and best practices to support the creation of data-driven solutions and organizations. The book is a compilation of selected high-quality chapters covering best practices, technologies, experiences, and practical recommendations on research and innovation for big data. The contributions are grouped into four parts: · Part I: Ecosystem Elements of Big Data Value focuses on establishing the big data value ecosystem using a holistic approach to make it attractive and valuable to all stakeholders. · Part II: Research and Innovation Elements of Big Data Value details the key technical and capability challenges to be addressed for delivering big data value. · Part III: Business, Policy, and Societal Elements of Big Data Value investigates the need to make more efficient use of big data and understanding that data is an asset that has significant potential for the economy and society. · Part IV: Emerging Elements of Big Data Value explores the critical elements to maximizing the future potential of big data value. Overall, readers are provided with insights which can support them in creating data-driven solutions, organizations, and productive data ecosystems. The material represents the results of a collective effort undertaken by the European data community as part of the Big Data Value Public-Private Partnership (PPP) between the European Commission and the Big Data Value Association (BDVA) to boost data-driven digital transformation."		
1778411584	m	2021	"Ten crises : the political economy of China's development (1949-2020)"			9789811604553				"Wen, Tiejun"				20.500.12854/71306	https://creativecommons.org/licenses/by-nc-nd/4.0/	"Singapore : Palgrave Macmillan"	eng			"Global University for Sustainability book series"											https://directory.doabooks.org/handle/20.500.12854/71306|https://library.oapen.org/bitstream/handle/20.500.12657/50066/978-981-16-0455-3.pdf	11159/17			"This open access handbook, Ten Crises systematically traces the economic history of China from 1949 to 2020, unravelling the complex domestic and global factors leading to the cyclical crises identified by WEN and his research team, and examining the corresponding counteracting policies and measures by the government to resolve or defer the crises. The book offers profound insights into China’s endeavours and predicaments on the path of modernization, and contemplates opportunities and lessons for the forging of alternative trajectories not only for China but also for the global south: to reconstruct rural communities for integrated cooperation and governance, and to revitalize ecological civilization."		
1778410960	cp	2021	"Währung - Krise - Emotion : kollektive Wahrnehmungsweisen von Wirtschaftskrisen"			9783839455043					"Ziethen, Sanne|Peter, Nina"			20.500.12854/70905	https://creativecommons.org/licenses/by-sa/4.0/	"Bielefeld : transcript Verlag"	ger			"Edition Kulturwissenschaft"											https://directory.doabooks.org/handle/20.500.12854/70905|https://library.oapen.org/bitstream/handle/20.500.12657/49644/9783839455043.pdf	11159/17			"Die vielfältigen Äußerungsformen der jüngsten Wirtschaftskrisen und die derzeitigen Herausforderungen in Europa machen die Notwendigkeit deutlich, die nach wie vor als rational geltende Ökonomie auf ihre parallel ausgebildete »stark spezialisierte emotionale Kultur« (Eva Illouz) hin zu untersuchen. Diese äußert sich vor allem in Krisendiskursen in Politik, Presse, Wirtschaft oder Literatur, in denen Emotionen besonders deutlich als kollektive »Form der Geisteshaltung bzw. der Einstellung zur Welt« (Richard Wollheim) sichtbar werden. Die Beiträger*innen des Bandes gehen den emotionalen Dimensionen dieser Krisendiskurse in Vergangenheit und Gegenwart aus den Perspektiven von Soziologie, Ökonomik, Kultur-, Geschichts- und Literaturwissenschaft nach"		
