identifier.ppn	type	date.issued	title	part	title.alternative	identifier.isbn	contributor.author	contributor.other	identifier.pi	rights	publisher	language.iso	subject.jel	description.version	seriesname	relation.ispartofseries	journalname	relation.ispartof	identifier.url	seriesNo	repecFulltextUrl	description.abstract
1694796965	m	2019	The impact of the first professional police forces on crime				Bindler, Anna	Hjalmarsson, Randi			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Economic history. Labour economics. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14068	14068	https://repec.cepr.org/repec/cpr/ceprdp/DP14068.pdf	
1694798763	m	2019	Measuring and explaining management in schools : new approaches using public data				Leaver, Clare	Lemos, Renata|Scur, Daniela			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. labour economics. macroeconomics and growth. public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14069	14069	https://repec.cepr.org/repec/cpr/ceprdp/DP14069.pdf	
1694799441	m	2019	High-quality versus low-quality growth in Turkey : causes and consequences				Acemoglu, Daron	Üçer, Murat			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Macroeconomics and growth	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14070	14070	https://repec.cepr.org/repec/cpr/ceprdp/DP14070.pdf	
1694799980	m	2019	"Aristocratic privilege : exploiting ""good"" institutions"				Oosterlinck, Kim	Ureche-Rangau, Loredana|Vaslin, Jacques-Marie			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Economic history	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14071	14071	https://repec.cepr.org/repec/cpr/ceprdp/DP14071.pdf	
1694800318	m	2019	Austerity and public debt dynamics				Favero, Carlo A.	Mei, Pierfrancesco			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International macroeconomics and finance	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14072	14072	https://repec.cepr.org/repec/cpr/ceprdp/DP14072.pdf	
1694803341	m	2019	The worst of both worlds : fiscal policy and fixed exchange rates				Born, Benjamin	Ascanio, Francesco D|Müller, Gernot J.|Pfeifer, Johannes			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International macroeconomics and finance. Monetary economics and fluctuations	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14073	14073	https://repec.cepr.org/repec/cpr/ceprdp/DP14073.pdf	
1694803813	m	2019	Inflation at risk				López-Salido, José David	Loria, Francesca			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Monetary economics and fluctuations	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14074	14074	https://repec.cepr.org/repec/cpr/ceprdp/DP14074.pdf	
1694804143	m	2019	Overcoming free-riding in bandit games				Hörner, Johannes	Klein, Nicolas Alexandre|Rady, Sven			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14075	14075	https://repec.cepr.org/repec/cpr/ceprdp/DP14075.pdf	
1694966658	m	2019	WTO'ing a resolution to the China subsidy problem				Bown, Chad P.	Hillman, Jennifer			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14076	14076	https://repec.cepr.org/repec/cpr/ceprdp/DP14076.pdf	
1694970043	m	2019	Taxing billionaires : estate taxes and the geographical location of the ultra-wealthy				Moretti, Enrico	Wilson, Daniel J.			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International trade and regional economics. Labour economics. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14077	14077	https://repec.cepr.org/repec/cpr/ceprdp/DP14077.pdf	
1694970698	m	2019	Bargaining at retail stores : evidence from Vienna				Shelegia, Sandro	Sherman, Joshua			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14078	14078	https://repec.cepr.org/repec/cpr/ceprdp/DP14078.pdf	
1694971481	m	2019	Trade wars : nobody expects the spanish inquisition				Francois, Joseph F.	Bekkers, Eddy|Nelson, Doug R|Rojas-Romagosa, Hugo			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14079	14079	https://repec.cepr.org/repec/cpr/ceprdp/DP14079.pdf	
1694972100	m	2019	Sector and importer determinants of prices for traded intermediates				Bekkers, Eddy	Francois, Joseph F.|Manchin, Miriam			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14080	14080	https://repec.cepr.org/repec/cpr/ceprdp/DP14080.pdf	
1695017676	m	2019	Economic growth, sectoral structures, and environmental methane footprints				Fernández-Amador, Octavio	Francois, Joseph F.|Oberdabernig, Doris|Tomberger, Patrick			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14081	14081	https://repec.cepr.org/repec/cpr/ceprdp/DP14081.pdf	
1695020790	m	2019	Gender gaps in education				Bertocchi, Graziella	Bozzano, Monica			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Macroeconomics and growth. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14082	14082	https://repec.cepr.org/repec/cpr/ceprdp/DP14082.pdf	
1695021282	m	2019	Reported mpc and unobserved heterogeneity				Jappelli, Tullio	Pistaferri, Luigi			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Macroeconomics and growth	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14083	14083	https://repec.cepr.org/repec/cpr/ceprdp/DP14083.pdf	
1695022009	m	2019	The causal effect of education on chronic health conditions in the UK				Janke, Katharina	Johnston, David|Propper, Carol|Shields, Michael			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Labour economics. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14084	14084	https://repec.cepr.org/repec/cpr/ceprdp/DP14084.pdf	
1695022408	m	2019	Rules and commitment in communication				Lizzeri, Alessandro	Frechette, Guilaume|Perego, Jacopo			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14085	14085	https://repec.cepr.org/repec/cpr/ceprdp/DP14085.pdf	
169502267X	m	2019	School tracking and mental health				Rouletv, Alexandra	Bôckerman, Rikhard Petri|Haapanen, Mika|Jepsen, Christopher			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Labour economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14086	14086	https://repec.cepr.org/repec/cpr/ceprdp/DP14086.pdf	
1695267745	m	2019	Imperfect information, social norms, and beliefs in networks				Rapanos, Theodoros	Sommer, Marc|Zenou, Yves			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14087	14087	https://repec.cepr.org/repec/cpr/ceprdp/DP14087.pdf	
1695268326	m	2019	Naivete and sophistication in initial and repeated play in games				Iriberri, Nagore	Garcia-Pola, Bernardo			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14088	14088	https://repec.cepr.org/repec/cpr/ceprdp/DP14088.pdf	
1695269349	m	2019	The vagaries of the sea : evidence on the real effects of money from maritime disasters in the Spanish Empire				Brzezinski, Adam	Chen, Yao|Palma, Nuno|Ward, Felix			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Economic history. Macroeconomics and growth. Monetary economics and fluctuations	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14089	14089	https://repec.cepr.org/repec/cpr/ceprdp/DP14089.pdf	
1695269950	m	2019	Extracting implicit country weights in ECB's monetary policy				Pereira, Márcia	Tavares, José			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14090	14090	https://repec.cepr.org/repec/cpr/ceprdp/DP14090.pdf	
1695611039	m	2019	Did Trump's trade war impact the 2018 election?				Blanchard, Emily	Bown, Chad P.|Chor, Davin			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14091	14091	https://repec.cepr.org/repec/cpr/ceprdp/DP14091.pdf	
1695620712	m	2019	From secular stagnation to robocalypse? : implications of demographic and technological changes				Jimeno, Juan F.	Basso, Henrique S.			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Labour economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14092	14092	https://repec.cepr.org/repec/cpr/ceprdp/DP14092.pdf	
169562310X	m	2019	In praise of snapshots				Kanbur, Ravi				London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14093	14093	https://repec.cepr.org/repec/cpr/ceprdp/DP14093.pdf	
169562372X	m	2019	A theory of falling growth and rising rents				Aghion, Philippe	Bergeaud, Antonin|Boppart, Timo|Klenow, Peter J.|Li, Huiyu			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Macroeconomics and growth	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14094	14094	https://repec.cepr.org/repec/cpr/ceprdp/DP14094.pdf	
1695627326	m	2019	Embedded supervision : how to build regulation into blockchain finance				Auer, Raphael A.				London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics. Industrial organization. International macroeconomics and finance. Monetary economics and fluctuations	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14095	14095	https://repec.cepr.org/repec/cpr/ceprdp/DP14095.pdf	
169562937X	m	2019	Taxation and the external wealth of nations : evidence from bilateral portfolio holdings				Huizinga, Harry	Todtenhaupt, Maximilian|Voget, Johannes|Wagner, Wolf			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14096	14096	https://repec.cepr.org/repec/cpr/ceprdp/DP14096.pdf	
1695630157	m	2019	Fluctuations in economic uncertainty and transmission of monetary policy shocks : evidence using daily surveys from Brazil				Burjack, Rafael	Qu, Ritong|Timmermann, Allan			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14097	14097	https://repec.cepr.org/repec/cpr/ceprdp/DP14097.pdf	
1695630920	m	2019	Does money talk? : market discipline through selloffs and boycotts				Gantchev, Nick	Giannetti, Mariassunta|Li, Rachel			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14098	14098	https://repec.cepr.org/repec/cpr/ceprdp/DP14098.pdf	
1695631420	m	2019	Unconventional monetary policy and auction cycles of eurozone sovereign debt				Beetsma, Roel	Spronsen, Josha			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics. International macroeconomics and finance	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14099	14099	https://repec.cepr.org/repec/cpr/ceprdp/DP14099.pdf	
1695631889	m	2019	Cheating with (recursive) models				Eliaz, Kfir	Spiegler, Ran|Weiss, Yair			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14100	14100	https://repec.cepr.org/repec/cpr/ceprdp/DP14100.pdf	
1696164850	m	2019	Brexit : dynamic voting with an irreversible option				Moldovanu, Benny	Rosar, Frank			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14101	14101	https://repec.cepr.org/repec/cpr/ceprdp/DP14101.pdf	
1696166365	m	2019	The innovation premium to soft skills in low-skilled occuptions				Aghion, Philippe	Bergeaud, Antonin|Blundell, Richard W.|Griffith, Rachel			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Labour economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14102	14102	https://repec.cepr.org/repec/cpr/ceprdp/DP14102.pdf	
1696167000	m	2019	Searching forever after				Antler, Yair	Bachi, Benjamin			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14103	14103	https://repec.cepr.org/repec/cpr/ceprdp/DP14103.pdf	
1696167949	m	2019	On the relationship between domestic saving and the current account : evidence and theory for developing countries				Pappa, Euē	Brueckner, Markus|Paczos, Wojtek			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International macroeconomics and finance	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14104	14104	https://repec.cepr.org/repec/cpr/ceprdp/DP14104.pdf	
1696168945	m	2019	Benchmark interest rates when the government is risky				Augustin, Patrick	Chernov, Mikhail|Schmid, Lukas|Song, Dongho			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14105	14105	https://repec.cepr.org/repec/cpr/ceprdp/DP14105.pdf	
1696172063	m	2019	Local autonomy and government spending multipliers : evidence from European regions				Pappa, Euē	Valentinyi, Ákos|Brueckner, Markus			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International macroeconomics and finance. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14106	14106	https://repec.cepr.org/repec/cpr/ceprdp/DP14106.pdf	
1696173566	m	2019	Price dividend ratio and long-run stock returns : a score driven state space model				Delle Monache, Davide	Petrella, Ivan|Venditti, Fabrizio			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics. Monetary economics and fluctuations	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14107	14107	https://repec.cepr.org/repec/cpr/ceprdp/DP14107.pdf	
1696236142	m	2019	Consumption insurance against wage risk : family labor supply and optimal progressive income taxation				Krueger, Dirk	Wu, Chunzan			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Labour economics. Macroeconomics and growth. Monetary economics and fluctuations. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14108	14108	https://repec.cepr.org/repec/cpr/ceprdp/DP14108.pdf	
1696237033	m	2019	Affirmative action and pre-college human capital				Akhtari, Mitra	Bau, Natalie|Laliberte, Jean-William			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Labour economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14109	14109	https://repec.cepr.org/repec/cpr/ceprdp/DP14109.pdf	
1696261570	m	2019	The wife's protector : a quantitative theory linking contraceptive technology with the decline in marriage				Greenwood, Jeremy	Guner, Nezih|Kopecky, Karen A.			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Economic history. Labour economics. Macroeconomics and growth	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14110	14110	https://repec.cepr.org/repec/cpr/ceprdp/DP14110.pdf	
169629164X	m	2019	The interplay of economic, social and political fragmentation				Snower, Dennis J.				London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Macroeconomics and growth	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14111	14111	https://repec.cepr.org/repec/cpr/ceprdp/DP14111.pdf	
1696303524	m	2019	Do any economists have superior forecasting skills?				Qu, Ritong	Timmermann, Allan|Zhu, Yinchu			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14112	14112	https://repec.cepr.org/repec/cpr/ceprdp/DP14112.pdf	
1696304962	m	2019	A generalized model of advertised sales				Shelegia, Sandro	Wilson, Christopher			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14113	14113	https://repec.cepr.org/repec/cpr/ceprdp/DP14113.pdf	
1696315336	m	2019	Using cost minimization to estimate markups				Doraszelski, Ulrich	Jaumandreu Balanzo, Jordi			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14114	14114	https://repec.cepr.org/repec/cpr/ceprdp/DP14114.pdf	
1696316103	m	2019	The leverage factor : credit cycles and asset returns				Taylor, Alan M.	Davis, Joshua M.			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Economic history. Financial economics. Macroeconomics and growth. Monetary economics and fluctuations	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14115	14115	https://repec.cepr.org/repec/cpr/ceprdp/DP14115.pdf	
1696316588	m	2019	Social insurance, information revelation, and lack of commitment				Golosov, Michail Ju.	Iovino, Luigi			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Monetary economics and fluctuations. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14116	14116	https://repec.cepr.org/repec/cpr/ceprdp/DP14116.pdf	
1696334470	m	2019	Cash flow news and stock price dynamics				Pettenuzzo, Davide	Sabbatucci, Riccardo|Timmermann, Allan			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14117	14117	https://repec.cepr.org/repec/cpr/ceprdp/DP14117.pdf	
169635837X	m	2019	Capital, income inequality, and consumption : the missing link				Bilbiie, Florin Ovidiu	Känzig, Diego|Surico, Paolo			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Monetary economics and fluctuations	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14118	14118	https://repec.cepr.org/repec/cpr/ceprdp/DP14118.pdf	
1696358914	m	2019	All the bottles in one basket? : diversification and product portfolio composition				Friberg, Richard				London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14119	14119	https://repec.cepr.org/repec/cpr/ceprdp/DP14119.pdf	
1696399467	m	2019	Learning from house prices : amplification and business fluctuations				Gaballo, Gaetano	Chahrour, Ryan			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Monetary economics and fluctuations	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14120	14120	https://repec.cepr.org/repec/cpr/ceprdp/DP14120.pdf	
1696400058	m	2019	A theory of economic unions				Ventura, Jaume	Ponzetto, Giacomo A. M.|Gancia, Gino Alessandro			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International macroeconomics and finance. International trade and regional economics. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14121	14121	https://repec.cepr.org/repec/cpr/ceprdp/DP14121.pdf	
1696458005	m	2019	Matched trade at the firm level and the micro origins of international business-cycle comovement				Friberg, Richard	Sanctuary, Mark			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14122	14122	https://repec.cepr.org/repec/cpr/ceprdp/DP14122.pdf	
169645963X	m	2019	Learning about demand abroad from wholesalers : a B2B analysis				Connell, William	Dhyne, Emmanuel|Vandenbussche, Hylke			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14123	14123	https://repec.cepr.org/repec/cpr/ceprdp/DP14123.pdf	
1696460034	m	2019	Comparative European institutions and the little divergence, 1385-1800				Henriques, António	Palma, Nuno			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Development economics. Economic history. Macroeconomics and growth. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14124	14124	https://repec.cepr.org/repec/cpr/ceprdp/DP14124.pdf	
1696460441	m	2019	The methane footprint of nations : stylized facts from a global panel dataset				Fernández-Amador, Octavio	Francois, Joseph F.|Oberdabernig, Doris|Tomberger, Patrick			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14125	14125	https://repec.cepr.org/repec/cpr/ceprdp/DP14125.pdf	
1696460751	m	2019	Political connections and financial constraints : evidence from Central and Eastern Europe				Bussolo, Maurizio	De Nicola, Francesca|Panizza, Ugo|Varghese, Richard			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14126	14126	https://repec.cepr.org/repec/cpr/ceprdp/DP14126.pdf	
1696461197	m	2019	Priority rules				Degryse, Hans	Karagiannis, Nikolaos			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14127	14127	https://repec.cepr.org/repec/cpr/ceprdp/DP14127.pdf	
1696461596	m	2019	The effect of U.S. stress tests on monetary policy spillovers to emerging markets				Niepmann, Friederike	Schmidt-Eisenlohr, Tim|Liu, Emily			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International macroeconomics and finance	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14128	14128	https://repec.cepr.org/repec/cpr/ceprdp/DP14128.pdf	
1696479061	m	2019	Delineating urban areas using building density				Bellefon, Marie-Pierre de	Combes, Pierre-Philippe|Duranton, Gilles|Gobillon, Laurent|Gorin, Clément			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14129	14129	https://repec.cepr.org/repec/cpr/ceprdp/DP14129.pdf	
1696498694	m	2019	Equity issue methods and dilution				Burkart, Mike	Zhong, Hongda			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14130	14130	https://repec.cepr.org/repec/cpr/ceprdp/DP14130.pdf	
1696538432	m	2019	Do temporary demand shocks have long-term effects for startups?				Hvide, Hans K.	Meling, Tom			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics. Industrial organization. Labour economics. Macroeconomics and growth. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14131	14131	https://repec.cepr.org/repec/cpr/ceprdp/DP14131.pdf	
1696649862	m	2019	Beveridgean unemployment gap				Michaillat, Pascal	Saez, Emmanuel			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Labour economics. Monetary economics and fluctuations. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14132	14132	https://repec.cepr.org/repec/cpr/ceprdp/DP14132.pdf	
